###########################################################
#####  LOCALISATION for the Dark World Content Pack   #####
###########################################################
#####  Search ###Rewrite for incomplete localisation ######
#CODE;ENGLISH;;;;;;;;;;;;;x

#### Decisions ####
TTContentWOL343A;VICTORY!!;;;;;;;;;;;;;x
TTContentWOL344A;Flee!!;;;;;;;;;;;;;x
TTContentWOL360A;He seems so calm...;;;;;;;;;;;;;x
TTContentWOL361A;Reach out to touch him.;;;;;;;;;;;;;x
TTContentWOL362A;Take him home with you.;;;;;;;;;;;;;x
TTContentWOL362B;DIE!!;;;;;;;;;;;;;x
TTContentWOL362C;Live in peace.<Walk away>;;;;;;;;;;;;;x

#########################################################################
##################    Converting the Thieves Guild     ##################
#########################################################################

#### Converting the Thieves Guild Title ####
TTCThievesGuild_title;Gaining Loyalty...;;;;;;;;;;;;;x

#### Converting the Thieves Guild Descriptions ####
TTcProvince1000_desc;Your spies put ou feelers in every tavern and seedy establishment that they could think to, and it finally paid off. The Thieve's Guild leaders have met you at the designated place. They appear quite aware that they have the upper hand in this meeting.  The centermost member of the group openly jeers you. \n \n "Well met, [Root.GetTitle]. \n \n They're all men, and you know men. It should be quite easy to win their loyalty should you decide to debase yourself...;;;;;;;;;;;;;x
TTcProvince1001_desc;The shock on their faces is evident as you tell them the deal. \n \n "You work for me now, and in exchange..." you say as you disrobe. \n \n As your clothes fall to the stone floor only one of the fools manages to smile and nod. The rest are too busy trying to undo their pants. \n \n You kneel in front of the first lucky thief and begin to massage his manhood.  Taking his cock firmly in hand you look up to him and say "You're mine now, yes?"  Without reservation they all agree and before the last man murmurs his assent the first cock is in your mouth. You have your work cut out for you...;;;;;;;;;;;;;x
TTcProvince1002_desc;You take his cock deeply into your mouth, rolling your tongue along the underside of his shaft. The silence in the room is almost audible as the amazed thieves watch you at work. Only the lucky first manages to moan in delight at your ministrations. ;;;;;;;;;;;;;x
TTcProvince1003_desc;The shock that the thieves find themselves in doesn't take long to where off. Soon the hesitant are left to wait as the boldest takes position behind you. \n \n "I've never fucked a [Root.GetTitle] before." Says the young man. \n \n "Today is your lucky day then, mine as well if you actually know how to use that thing." you say with a snarky smile. \n \n The jest got a good laugh from the group and the young man seems more determined.;;;;;;;;;;;;;x 
TTcProvince1004_desc;The thieves line up, taking you two at a time and it's clear that the pace isn't going to slow down.  There may only be one of you, but the members of this thieves guild are numerous.  Some are likely taking more than one turn, but who could blame them?;;;;;;;;;;;;;x
TTcProvince1005_desc;As you mount yet another lucky cock men line up around you stroking themselves. With a grin you motion them forward and begin to stroke two of them off at once.;;;;;;;;;;;;;x
TTcProvince1006_desc;You feel you're body twitching as you approach an orgasm. The especially randy fellow beneath you increases his thrusting upwards. \n \n "I'm fucking [Root.GetTitledFirstName], I can't believe I have my cock in a [Root.GetTitle]." he says hurriedly... \n \n You continue to bounce on his commoner cock, his thick manflesh slipping past your vaginal lips over and over...;;;;;;;;;;;;;x
TTcProvince1007_desc;As he finishes another man turns you over onto your belly and begins to take you from behind. Without any preamble a cock is in front of your face and like a slut you just start sucking. So many cocks surround you, and each is hard because of you, because of the site of you and how debased you are. Some of them are even remarking at how much of a slut you are, and it only encourages you further.;;;;;;;;;;;;;x
TTcProvince1008_desc;Time keeps passing and still there are more. Another one is pounding away behind you.  Dried cum covers your face, tits, backside and belly. How much more is inside you, you aren't really sure, but you're sure you don't care.  \n \n The man fucking your cunt reaches forward and grabs your face. He slips a finger into your mouth and uses it as leverage to pound you even harder. \n \n "Take it deep [Root.GetTitle] Slut!" he says...;;;;;;;;;;;;;x
TTcProvince1009_desc;The last thief finishes inside of you.  You lay back onto his chest, panting from exhaustion with his cock still pulsing inside of you. Other men in the room gaze at you with a silly smile on their faces. This is obviously a night they won't soon forget.;;;;;;;;;;;;;x
TTcProvince1010_desc;After all is said and done, the loyalty of the Thieves Guild is now yours. They may require reminding from time to time, but you're quite certain that your problems with them are at an end. If only your councillors could be as thorough as you are in securing deals.;;;;;;;;;;;;;x

#### Converting the Thieves Guild Options ####
TTcProvince1000a;Could be fun!;;;;;;;;;;;;;x
TTcProvince1000b;Not gonna happen...;;;;;;;;;;;;;x
TTcProvince1001a;Mmmm...;;;;;;;;;;;;;x
TTcProvince1002a;Continue...;;;;;;;;;;;;;x
TTcProvince1003a;Continue...;;;;;;;;;;;;;x
TTcProvince1004a;Not I!;;;;;;;;;;;;;x
TTcProvince1005a;Continue...;;;;;;;;;;;;;x
TTcProvince1006a;Soooo good...;;;;;;;;;;;;;x
TTcProvince1007a;Continue...;;;;;;;;;;;;;x
TTcProvince1008a;[Root.GetTitle] Slut?;;;;;;;;;;;;;x
TTcProvince1009a;Nor will I.;;;;;;;;;;;;;x
TTcProvince1010a;Success!;;;;;;;;;;;;;x

#########################################################################
#############      The Rainy Day Hunter Encounter        ################
#########################################################################

##### Rainy Day Hunter Encounter Title #####
RainyDayhunter;Hunting the Hunter.;;;;;;;;;;;;;x
RainyDayhunter2;Hunting the Hunteress.;;;;;;;;;;;;;x

##### Rainy Day Hunter Encounter Descriptions #####
TTContentWOL200;You have ranged far from home on this hunting trip. The rain streams down your face making it difficult to see. You pull your hood up over your head and look around.  There is an Inn nearby, and this hunting trip is quite obviously going to have to wait. A dry bed, and a warm meal are the most important things at this moment.;;;;;;;;;;;;;x
TTContentWOL201;As you burst through the doors and into the firelight the warmth of the hearth washes over you. \n \n "Long way from home indeed." you mutter under your breath. \n \n You motion to the Inn keeper and he quickly brings you what you ask for and gives you a room for the night. He doesn't know who you are, but he knows you have coin and that appears to be all he needs to know.;;;;;;;;;;;;;x
TTContentWOL202;The only other tenant of the Inn tonight is another hunter. He sits across the room looking tired, and... handsome.  He has no right to be that good looking when you are this tired.;;;;;;;;;;;;;x
TTContentWOL203;Your persuasive charms won out. You flirted, smiled, and talked to the lonely hunter. He seemed taken aback that you showed interest. Handsome as he is, it's obvious he doesn't get out much. \n \n In your room you he sheds his clothing so fast one might think he was in a race. But you know the tricks to slow a man down. You know how to make this a night to remember.;;;;;;;;;;;;;x
TTContentWOL204;You roll onto your back and he eagerly positions himself between your thighs. \n \n "Have you ever fucked a [Root.GetTitle] before?" you ask. \n \n He laughs and smiles. "Never have, and never will." he says as he pushes his cock into you.;;;;;;;;;;;;;x
TTContentWOL205;He sinks into you deeply, and your eyes lock. You were so needing this after such a long Hunting Trip. Now to have bagged this hunk? Thats a successful hunt. \n \n You have no time to finish though thoughts as the Hunter leans in and kisses your neck.;;;;;;;;;;;;;x
TTContentWOL206;The bite gives him a bit of a shock, just enough time for you to take the initiative and roll yourself over on top of him. You grind your hips down into him, a state of lust washes over you. The feeling of his cock filling you is all that occupies your thoughts.;;;;;;;;;;;;;x
TTContentWOL207;Passions escalate as you both give yourselves over to them. One body moves in tandem with the other. A sensual dance of pleasure as both partners strive toward nirvana.;;;;;;;;;;;;;x
TTContentWOL208;The Hunter gives in to his passions, he's taking you from behind now.  Rough and wild... Sensual and dirty... Not every [Root.GetTitle] can let herself go like this, but oh if only they would. \n \n Your back arches as you brace yourself, pleasure washing over you. The Hunter moans.;;;;;;;;;;;;;x
TTContentWOL220;You have ranged far from home on this hunting trip. The rain streams down your face making it difficult to see. You pull your hood up over your head and look around.  There is an Inn nearby, and this hunting trip is quite obviously going to have to wait. A dry bed, and a warm meal are the most important things at this moment.;;;;;;;;;;;;;x
TTContentWOL221;As you burst through the doors and into the firelight the warmth of the hearth washes over you. \n \n "Long way from home indeed." you mutter under your breath. \n \n You motion to the Inn keeper and he quickly brings you what you ask for and gives you a room for the night. He doesn't know who you are, but he knows you have coin and that appears to be all he needs to know.;;;;;;;;;;;;;x
TTContentWOL222;The only other tenant of the Inn tonight is another hunter. She sits across the room casting glances at you periodically. She has no right to be that pretty when you are this tired.;;;;;;;;;;;;;x
TTContentWOL223;You make your move, and it doesn't take long before you realize you have become the prey. She wants company just as much as you.  Before long you are stretched out on the bed next to her slender body.;;;;;;;;;;;;;x
TTContentWOL224;You roll her onto her back and position yourself between her legs. Her skin is soft, and its apparent that she is ready for you. \n \n "Have you ever fucked a [Root.GetTitle] before?" you ask. \n \n She laughs at you shaking her head. She doesn't need to believe you though.;;;;;;;;;;;;;x
TTContentWOL225;Without effort your cock slides in to the base. The Huntress moans beneath you. She slides her hand down to her pussy, rubbing it as you push your cock in and out. Biting her bottom lip she keeps her legs in the air before you.  They make good leverage as you take ahold of them an proceed to show her what you're made of.;;;;;;;;;;;;;x
TTContentWOL226;In a flash she hooks a leg on your shoulder and uses the leverage to roll you onto your back with her on top. Her nimbleness suprises you, but she isn't waiting for that shock to wear off. She grinds herself down onto you. Your cock buried deep within her she bites her bottom lip and runs her hands through her hair. The site of such a beautiful creature pleasuring herself on your cock is almost too much.;;;;;;;;;;;;;x
TTContentWOL227;Passions escalate as you both give yourselves over to them. One body moves in tandem with the other. A sensual dance of pleasure as both partners strive forward toward completion.;;;;;;;;;;;;;x
TTContentWOL228;You don't hesitate to take the lead, you take her ass in your hands and take her from behind. Every thrust brings a moan from the nimble body beneath you and before long she is quivering and panting. You feel the pressure building... ;;;;;;;;;;;;;x

##### Rainy Day Hunter Encounter Options #####
TTContentWOL200A;I should seek shelter...;;;;;;;;;;;;;x
TTContentWOL201A;Warm food!;;;;;;;;;;;;;x
TTContentWOL202A;Seduce the handsome hunter.;;;;;;;;;;;;;x
TTContentWOL202B;Go to bed alone and lock the door behind you.;;;;;;;;;;;;;x
TTContentWOL203A;Time for some fun.;;;;;;;;;;;;;x
TTContentWOL204A;Oh YES!;;;;;;;;;;;;;x
TTContentWOL205A;Bite his ear.;;;;;;;;;;;;;x
TTContentWOL205B;Bite his neck..;;;;;;;;;;;;;x
TTContentWOL206A;Grind into him harder.;;;;;;;;;;;;;x
TTContentWOL207A;Countinue...;;;;;;;;;;;;;x
TTContentWOL208A;Have him pull out!;;;;;;;;;;;;;x
TTContentWOL208B;Let him cum deep inside you.;;;;;;;;;;;;;x
TTContentWOL220A;I should seek shelter...;;;;;;;;;;;;;x 
TTContentWOL221A;Warm food!;;;;;;;;;;;;;x
TTContentWOL222A;Seduce the beautiful hunter.;;;;;;;;;;;;;x
TTContentWOL222B;Go to bed alone and lock the door behind you.;;;;;;;;;;;;;x
TTContentWOL223A;Just what a tired man needs.;;;;;;;;;;;;;x
TTContentWOL224A;Push your cock inside.;;;;;;;;;;;;;x
TTContentWOL225A;Continue...;;;;;;;;;;;;;x
TTContentWOL226A;Must hold on!;;;;;;;;;;;;;x
TTContentWOL227A;I should take the lead.;;;;;;;;;;;;;x 
TTContentWOL228A;You unload your seed deep inside her.;;;;;;;;;;;;;x
TTContentWOL228B;Pull out and cum on her back.;;;;;;;;;;;;;x

#########################################################################
#############    The Drunken Beggar Event Encounter      ################
#########################################################################

##### The Drunken Beggar Event Title #####
TTDrunkenBeggar;Placeholder;;;;;;;;;;;;;x ###REWRITE

##### The Drunken Beggar Event Descriptions #####
TTContentWOL500;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL501;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL502;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL503;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL504;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL505;Placeholder;;;;;;;;;;;;;x ###REWRITE

##### The Drunken Beggar Event Options #####
TTContentWOL500A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL501A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL502A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL503A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL504A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentWOL505A;Placeholder;;;;;;;;;;;;;x ###REWRITE

#########################################################################
#############             Become a Painslut!           ##################
#########################################################################

#### Become a Painslut TITLES ####
paintrainingmeeting;The Meeting;;;;;;;;;;;;;x
paintraining;Training as a Painslut...;;;;;;;;;;;;;x


#### Become a Painslut DESCRIPTIONS ####
TTContentSlavery1000;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1001;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1002;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1003;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1004;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1005;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1006;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1007;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1008;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1009;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1010;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1011;Placeholder;;;;;;;;;;;;;x ###REWRITE

#### Become a Painslut OPTIONS ####
TTContentSlavery1000A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1000B;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1001A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1002A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1003A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1004A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1005A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1006A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1007A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1008A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1009A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1010A;Placeholder;;;;;;;;;;;;;x ###REWRITE
TTContentSlavery1011A;Placeholder;;;;;;;;;;;;;x ###REWRITE

##############################################################################################


#### Rough text length for using narrative events ###############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################,,,



