#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dwse_crown_expansion_1;ù¼İ;;;;;;;;;;;;;;x
awaken_beast;Transmogrify Animal;;;;;;;;;;;;;;x
awaken_beast_desc;Permanently turn someone into an animal.;;;;;;;;;;;;;;x
dwse_dragon_roost;Dragon Roost;;;;;;;;;;;;;;x
dwse_dragon_roost_desc;A resting place for dragons. Allows for trade with the Forest. Only buildable in open areas.;;;;;;;;;;;;;;x 
dwse_gifts_desc;If the [offmap_dwse.GetName] is amenable to foreign relations, and you have not yet intruded upon the busy Chinese court with your gifts in the past year, you can send an envoy to provide the Emperor with a token of your subservience.;;;;;;;;;;;;;;x 
dwseom_boons_desc;If the §Y[offmap_dwse.GetName]§! is amenable to foreign relations, and you have not yet had your appeals heard in the past year, you can send an envoy to request any one of a variety of blessings the Emperor might deem you worthy of.;;;;;;;;;;;;;;x
dwse_sell_prisoner;ú¿êŠ ±³Ğ¡È;;;;;;;;;;;;;;x
dwse_sell_prisoner_desc;ú¿êŠçÆĞ ±³Ì¥³. ñÁÌ¦¹Ì©³Ï¬È «³ÎëÆÌ ú¿êŠ«È¡È ‘´èÁÌ«¸ åˆ«ºéˆ¥³ ¬·ÉëÆÌ ¡³Ú«¸ ±³Ğ¦ÈÌ¥³.;;;;;;;;;;;;;;x
dragon_ambassador;Dragon Ambassador;;;;;;;;;;;;;;x
dragon_ambassador_desc;This diplomat has been sent to the Forest Empire to try and gain favor for you.;;;;;;;;;;;;;;x
dwseom_dragon_ambassador;The Ambassador;;;;;;;;;;;;;;x
dwseom3000;You have choosen one of your daughters to act in your stead. They will travel to the Forest Empire to gain Favor with the Emporer. \n\nThis is a dangerous task that you have sent them on. Many who venture to the Elder Forest do not return.;;;;;;;;;;;;;;x
dwseom3000A;I pray for their safe return.;;;;;;;;;;;;;;x
dwseom_dragon_ambassador_return; The Amabassador Returns;;;;;;;;;;;;;;x
dwseom3001;], Your ambassador [event_target:dragon_ambassador.GetFirstName], has returned from the Forest Empire.\n\n She greets you with a smile, claiming her trip to The Forest has gone well.;;;;;;;;;;;;;;x
dwseom3001A; Welcome home [event_target:dragon_ambassador.GetFirstName].;;;;;;;;;;;;;;x
dwseom_dragon_ambassador_egg;The gift of Family;;;;;;;;;;;;;;x
dwseom3002; Your Daughter, [event_target:dragon_ambassador.GetFirstName], leads you to her room. In the center of her bed, wrapped amoung the blankets, is a rather large egg.\n\n"This is my child." She claims as she rubs the egg. The emperor would only allow me to bring one of them home.\n\n She frowns, "Would like you to raise him?" she asks, looking at you with pleading eyes, "Would you raise my child?";;;;;;;;;;;;;;x
dwseom3002A;It would be an Honor.;;;;;;;;;;;;;;x 
dwseom_dragon_ambassador_stay;Broodmother;;;;;;;;;;;;;;x
dwseom3003;Your Daughter [event_target:dragon_ambassador.GetFirstName] has decided to stay in the Forest Empire and become a Broodmother for the next generation of Dragons.\n\nShe has forgotten her home and now only thirst for the company of dragons and pleasure of laying their eggs.;;;;;;;;;;;;;;x
dwseom3003A;THAT HARLOT!;;;;;;;;;;;;;;x
dwse_send_ambassador;ª³¬·ĞëÆĞ ±³¡¹Ì²³Ì¥³;;;;;;;;;;;;;;x
dwse_send_ambassador_desc; ¥³İªÈÌùÇ ‘³ĞæÆĞ ìÁİ ²³Ì¨¹İëÆĞ ¬¸äÁÉùÇ ¥´ª³çˆ ±³¡¹Ì²³Ù¢È¥³. \n§YæŒ¦´ä»ÌæÆĞëÆÌ äŒ¢¹çÆĞ ë‹¦ÈÌ²³Ğ ¡³åÆİª·İ«È ¨´ëŠ å»âêÆÙ¢È¥³.§!\n§R¨³ÎëÆÌ ì»İì»ÉæÆĞ«È ¡³íÁÉåˆ«ºçˆ ª·Ì°´Éô¿«·ù¼ÜêÆÙ¢È¥³.§!;;;;;;;;;;;;;;x
dwseom4002T;Dragon Egg Dies;;;;;;;;;;;;;;x
dwseom4002;¬·É¬·Ğ²³Ì ©´«µİëÆĞ ²³¬È «³Î¡¸ô¿«· ¥³İªÈÌ«È ¡³¬Èäˆ «ÈÜ¥·Ì æŒ¦´ä»Ì «³Ğ«È ìÁÉ«·©·¦¹ÜêÆÙ¢È¥³. ëÀİùÇ ¬¸äÁÉëÆÌ «È¡·Û«¸ ¥´²´ ì»ã¬È «³Î¡¸ ª´İ¡³É²³Ğ¡·Ù¢È¥³.;;;;;;;;;;;;;;x
dwseom4002TT;ëˆ «È¦·Ì, ëˆèÆĞ¦¸Û«È ô¿«·©·¦¹ÜåÆÌ¡·Ğ?;;;;;;;;;;;;;;x
