#CODE;ENGLISH;;;;;;;;;;;;;x
# Tooltips related to Decisions

# Decisions
dwbhangel_atonement_desc;Due to my closeness with the divine, I am more sensitive to my own sins and transgressions. If I commune with the heavens in prayer and meditation, I can reflect on my sins and seek atonement, provided I am willing to change my ways.;;;;;;;;;;;;;x


# Religion
orcpagan;Orc Shamanist;;;;;;;;;;;;;x
orcpagan_DESC;The strange shamanistic beliefs of the Orcs, who seem to both believe in ancient nature and elemental spirits, as well as various demons and gods, mixed with ancestor worship. Truly difficult for any of this world to understand.;;;;;;;;;;;;;x
lilitu;¦ÈĞ¦È¢ÈêŒïŒ;;;;;;;;;;;;;x
lilitu_DESC;¦ÈĞ¦ÈêŒù¼ °³¦³É²³Ì ®·Ìª³æÆĞ«È «¹ª·İ ªÈÌùÇ ¬ÈÌ¬·İ²³Ì ì»İ«ÈÌ ¡·ÛëŒçˆ ¨ÈÏåÆÌ ª·äŠ ¡Èæ»Éä‰ùÇ ©¹Ìì»İëŒçˆ ¬·Ìï»İ¬·É«ÈÌ ¥´®·Ìª³ù¼ «³É¨³«¸ ¥´²´ ¥³çŒ¡¸ ª´İ¡³É²³Ì¥³. «ºêŠ äŒ¦ÈêŒæˆù¼ ¨³É¥³Ğ¦³ ¨³¦È«³¡³ æ»İæÆİ²³Ì äŠùÂÌ¬³«ÈØëÆĞ ¨ÈÏåÆÌ¥³.;;;;;;;;;;;;;x
GOD_THE_MOTHER_GODDESS;«·¨·¢È «¹ªÈÌ;;;;;;;;;;;;;x
THE_LILITH_BIBLE;¦ÈĞ¦ÈêŒ ª·İ¡¹İ;;;;;;;;;;;;;x
GOD_THE_MAGDALENE;¨³É¥³Ğ¦¸¢³;;;;;;;;;;;;;x
GOD_LILITH;Lilith;;;;;;;;;;;;;x
DEVIL_RAPHAEL;ª³«³É²³Ì ¦³±³«¸Ğ;;;;;;;;;;;;;x
DEVIL_MICHAEL;Michael the Usurper;;;;;;;;;;;;;x
DEVIL_GABRIEL;ğ»ÉäÁÌùÇ ¡³éŒ¦È«¸Ğ;;;;;;;;;;;;;x
DEVIL_ARCHANGELS;¥´®·Ìª³;;;;;;;;;;;;;x
orthlili;Reversionist;;;;;;;;;;;;;x
orthlili_DESC;A variant of Orthodox Christianity that believes Lilith and the fallen angels were the true servants of the feminine God, and views the traditional archangels as the evil ones, and seeks the reversion of that standing within the Orthodox church. Believes that Jesus Christ and Mary Magdalene were co-equal saviors.;;;;;;;;;;;;;x
lilislamic;Lilislamic;;;;;;;;;;;;;x
lilislamic_DESC;A splinter from traditional Islam that believes that Lilith is the female counterpart of the Archangel Gabriel, and the one who brings divine revelations to female prophets. Is viewed as vile and heretical (and not true Muslims) by all other sects of Islam.;;;;;;;;;;;;;x
lilislam;¯³¥³¨ÈêŒïŒ;;;;;;;;;;;;;x
lilislam_DESC;èŠ²³¨³æŒùÇ ‘³Ğ«ÈÌ ±³°È¨³¡³ ¦ÈĞ¦ÈêŒùÇ ¯³¥³¨ÈêŒïŒ¦³äˆ ¨ÈÏåÆÌ «ÈêÆĞ¦³Ø ªÈÌ«³İ«ÈÙ¢È¥³. ¦ÈĞ¦ÈêŒçÆĞ ìÁİªÈØëŒçˆ ¨³ÌæÆĞ«·¬¹ÜëŒ¨¹ ò¼¡· ¡ºªÈæÆĞëÆĞ éŠ¬·İ²³äˆ ¬·Ìï»İ¬·É«ÈÌ «ÈêÆĞ¦³Ø ä‰¦ÈæÆĞëÆĞ ¨³ÎëÆÌ éŠéÁÌ êŠ¬·İ²³«¹ †Š¡³ô¿Ì ¡ºªÈæÆĞëÆĞ ¨ÈÏêÆÙ¢È¥³. «ÈêÆĞ¦³ØùÇ ¥³çÆÌ èˆæÆÌ ì»İ±³æÆĞ«¸ ùÇ²´ ª³«³É²³äˆ «Èä‰æˆ¬·É«È¦³äˆ «¹¡¹¬ÈÙ¢È¥³.;;;;;;;;;;;;;x
GOD_HANDMAIDEN;¦ÈĞ¦ÈêŒùÇ éˆ«È¬È «³ÎåÆÌ ê»Ì;;;;;;;;;;;;;x
THE_KHADIMIST_KORAN;¯³¥È¨³Ì îˆ¦³Ì;;;;;;;;;;;;;x
KHADIMA_PRIEST;Khadima;;;;;;;;;;;;;x
religion_lilithian;¦ÈĞ¦ÈêŒìÆØ;;;;;;;;;;;;;x
religion_lilithian_desc;¦ÈĞ¦ÈêŒùÇ ©³İªÈÉëÆĞ ğˆëÀİ²³ØëŒ“· ëŠ¦ÈåÆÌ ª³¦³ØæÆĞëÆĞ «È•ÆĞ¡·Û«È¥³. äŒ¢¹çÆĞ ëŠ¦È ì»İä‰«¸ ¥´²³Ì «¹ªÈÌëŒçˆ êˆ¡´²³¨¹ «È¡·ÛëÆÌ «¹ª·İæÆĞ«È ëŠùÂĞ²³¬È «³Î¥·¦³æˆ ±¹İæÆİ ²³Ì ª³ÿ¿ùÇ ²º°´ÉëÆĞ ëŠ¦È«¸¡¸ éŠ«¹²³Ğ ¡·Û«È¥³..;;;;;;;;;;;;;x

#Laws
egalitarian_succession;±¹İæÆİìŠùÇ ¡ºêÆİ;;;;;;;;;;;;;x
egalitarian_succession_desc;¢³Øª·İò¼ «¹ª·İëÆÌ ª³İê»É«¸ ¥´²´ æ»İæÆİ²³Ì òÂÌ¦ÈçÆĞ ¡³¬ÈÙ¢È¥³.;;;;;;;;;;;;;x
enatic_succession2;¬·Ğ¥´¬·É«ÈÌ «¹ª·İ ¡ºêÆİ;;;;;;;;;;;;;x
enatic_succession2_desc;ëˆ¬ÈÉ «¹ª·İ¨³Ì ª³İê»É©³ÏëÆĞêŠ «ÈÜêÆÙ¢È¥³.;;;;;;;;;;;;;x
enatic_cognatic_succession2;«¹ª·İëŠª·Ì ¡ºêÆİ;;;;;;;;;;;;;x
enatic_cognatic_succession2_desc;¢³Ø¬³åÆÌ ëˆ¬ÈÉ «¹ª·İ ª³İê»É¬³¡³ «·ÚëÆĞ ¡¹İëŠ«¸¨³Ì ª³İê»É©³ÏëÆĞêŠ «ÈÜ¥³.;;;;;;;;;;;;;x
succ_khadimist_succession;Open Succession;;;;;;;;;;;;;x
succ_khadimist_succession_desc;The most powerful child of the ruler succeeds, though other powerful children are likely to intervene... The law is very popular with your children, except for the oldest child. The rest of your dynasty also approves.;;;;;;;;;;;;;x
# Titles
LILIM;Lilim;;;;;;;;;;;;;x
IRDU_LILI;Irdu Lili;;;;;;;;;;;;;x
ARDAT_LILI;Ardat Lili;;;;;;;;;;;;;x
title_lilitu_cardinal;Harbinger;;;;;;;;;;;;;x
expected_next_title_lilitu_cardinal;expected Harbinger;;;;;;;;;;;;;x
best_candidate_title_lilitu_cardinal;best Harbinger candidate;;;;;;;;;;;;;x
LILI_MATRIARCH_FOA;Your Seductiveness;;;;;;;;;;;;;x
LILI_MATRIARCH;Grand High Priestess;;;;;;;;;;;;;x
LILI_PATRIARCH;Grand High Priest;;;;;;;;;;;;;x
LICALIPH;Khadim Lilit;;;;;;;;;;;;;x
LICALIPHA;Khadimat Lilit;;;;;;;;;;;;;x
LICALIPH_FOA;Your Reverance;;;;;;;;;;;;;x


# Realms
d_lilitu;The Lilithian Papacy;;;;;;;;;;;;;x
d_lilitu_adj;Lilithian Papal;;;;;;;;;;;;;x
d_orthlili;The Lilithian Hierarchate;;;;;;;;;;;;;x
d_orthlili_adj;Hierarchal;;;;;;;;;;;;;x
d_lilislam;The Khadimist Caliphate;;;;;;;;;;;;;x
d_lilislam_adj;Caliphatan;;;;;;;;;;;;;x
lilislam_creation_independent;Form the Khadimist Caliphate;;;;;;;;;;;;;x


# Decisions

convince_to_loosen_up;Convince to Loosen Up;;;;;;;;;;;;;x
convince_to_loosen_up_desc;Attempt to convince a decadent member of your dynasty to loosen up and adhere to Khadijan morals (or anti-morals).;;;;;;;;;;;;;x


# Events
EVTNAME_DWBH_100;A «Èª³İ²³Ğ ¬·İæˆçˆ ª´İª´İ²³Ì •ÁØ;;;;;;;;;;;;;x
EVTDESC_DWBH_100;¬³ÉëÆÌ ®³İèÁÌ«¸ª· ©È†ŠåÆÌ ®³İ©´É²³Ì ¥³Ğ©Èß«È éˆ«¹Ü¥³. äˆ¥´ ¥´ª·İ¥³İ®·¦·Ø éˆ«ÈåÆÌ ä»Û«È •ÁØ«¸ éˆ«¹Ü¥³. ¥³İªÈÌ ìŠùÄ«¸åÆÌ èˆæÆÌ ¬·ÌïŠùÂÌæÆĞ«È ª·Éª³İëŒçˆ ©¹Ì²´«ÈÜ¡·¢³ ˜Œ¦·¬ÈÌ®´ «ÈÜ«·Ü¥³. äŒ ¬³İêˆùÇ ìÁİªÈØ«¸åÆÌ ëÁĞïÁİéÁĞïÁİ²³Ì ë‹¬·É«È éˆ«¹Ü¥³. ¡³İ¦¹É²³Ì ¬·Ìª³æÆĞ, ¬ÈØêÆİæÆĞ, ¢³Ğ¡´ ¥³Ğ¦ÈÌ ®·Ìª³æÆĞ ¨³¬·æˆ èŠ¢·¬¹ ¢´¦ÈÌ æ»Ğ«¸ ˜Œ¦·¬ÈÌ¡·Û®·¦·Ø éˆ«¹Ü¥³. ¥´ª·İ¥³İùÇ ¨´Ì •Æá«¸åÆÌ «·¥Èª·Ì¡³ é»Ì æÆÛ²³Ì ®ÈÌêÁÉ²³Ì «ÈÌèÁĞ«ÈÌ ¦ÈĞ¦ÈêŒ¡³ éˆ«¹Ü¥³. äŒ¢¹åÆÌ «·æŠëÁÌ «¹İò¼İ«¸ ©ÈûÂ¬¹Ü¥³. äŒ¢¹ùÇ ¢³Ğ¡´åÆÌ «³çÆØ¥³ùÂÜäˆ ê»Ì«¸åÆÌ ©³Éª³Ğ¢³Ì ø¿ª³êÆĞ«È ¡·Ğ®¹¬¹ «ÈÜ«·Ü¥³. äŒ¢¹ùÇ ©³Ğ ¨Èá«¸åÆÌ ±´©´²³Ì ®·Ìª³æÆĞò¼ ¬·Ìª³æÆĞ«È ìÆĞ©È²´ «ÈÜ«·Ü¥³. äŒ¢¹åÆÌ ¬³Ø³Ì ìˆëÀİ²³Ì êÁÌ¡³ÌëÆĞ åŒÈ¨¹ ¢·ÒëÆÌ ¥´ª·İ¥³İ«¸ª· ëÁĞ¦ÈæÆÛ ¨³Ğ²³«¹Ü¥³.
"«Èä»ÛëÆÌ ®·ëÆØ«¸Ì ñÁĞçÀİ²³Ì ¥´ª·İ¥³İ«È«¹Ü¬È.. ¥³İªÈÌëÆÌ ¥³çÆÌ ª³¦³ØæÆĞ«È ¨³Ğ²³åÆÌ ¡·¬ÈÛ¨³ĞæÆĞ«¸ ÿÄæÁĞ¦È¬È¨³Ğäˆ ¬ÈÌªÈĞëÆĞ ®³Ş«³¦³. ¢´ ùÂÌêŠæÆĞ«È «¹İùÂÌ²È ±³ò¿ªÈ¯ÈÌ «Èä»ÛëÆĞ.. «¹¡È«¸ êÁØ«·«ÈÜåÆÌ ¬ÈÌ¦ÈçÆĞ ®³Şäˆ «Èä»ÛùÇ ¬ÈÌ¦ÈçÆĞ ©´ùÂ¦³. –ˆ²³Ì ©´ëÁÌ ¬ÈÌ¦ÈçÆĞ ²¹İ¬¸æÆĞò¼ ¢³åŠ«·¦³."
¥³İªÈÌ«È ´«·¢³¬³ ¥´ª·İ¥³İùÇ ²¹İª³İëÆÌ •ÁØê»É«¸ª·®·¦·Ø ¥³İªÈÌùÇ ¨³ëÆØ ¡ÈâêÁÉ²È ¬³¦È¬³Ù«³Ü¥³. «³¨³æˆ äŒ¡·ÛëÆĞ ®³ŞëŒ¦· ‘·¢³«µ ²³åÆÌ¡·Ì «³¢ÈĞ³?
;;;;;;;;;;;;;x
EVTOPTA_DWBH_100;¢³åÆÌ «È «Èª³İ²³Ì ¥´ª·İ¥³İ«¸ ¥´²´ ¬ÈÌªÈĞëÆĞ ±³²¸®ÈĞ¡·Û«È¥³.;;;;;;;;;;;;;x
EVTOPTB_DWBH_100;äŒ¦·²³Ì ¬ÈªÈÉëÆÌ ùÄ²·Ø ²³ĞêŠ «ÈÜ¥³.;;;;;;;;;;;;;x
EVTOPTC_DWBH_100;¢³åÆÌ «È¥³Ì¬·É«ÈÌ ª´İ¡³ÉëÆÌ ¥³ªÈ ²³¬È «³ÎëÆĞ¡·Û«È¥³.;;;;;;;;;;;;;x
EVTNAME_DWBH_101;The Great Discovery;;;;;;;;;;;;;x
EVTDESC_DWBH_101;¥³İªÈÌëÆÌ ¥´ª·İ¥³İ«È ¬·İ¨³Ğçˆ ì»Ì¬´²³¬È «³ÎëÆĞ¬Èæˆ èˆçÆÌ¥³äˆ ª´İ¡³É²³¡È ªÈ¬³É²´Ü«·Ü¥³. «³¨³æˆ ±º²·ù¼ ¬³Ì²´¨³Ì ¢³Ø«³«ÈÜëÆĞ¡·Û«È¦³äˆ ª´İ¡³É²´Ü¥³. ¢·èŠ ¨³ÎëÆÌ ¡·¬ÈÛô¿Ì ¬·İéˆæÆĞçˆ «ÈÌ²´ ¥³İªÈÌëÆÌ ¡ÈĞëÆĞ «È×«·©·¦¹Ü¥³. äŒ¦·¢³ ¡¹ĞäÁÉ ¥³İªÈÌëÆÌ ¥³İªÈÌ«³Ì«¸ «ÈÜåÆÌ ¨ÈÏëÆØëŒçˆ ª³Ì ê»É ¡ÈâêÁÉ²³Ì ä»Ï«¸ «ÈÜåÆÌ , «ÈŞ²¹¬ÈÌ ¡ºä»É ª³«Èçˆ ïÆÉ«È²³Ì ©¹Éæ»Ğ ²¹İ°´çÆĞ ²³Ì ä»ÛëÆĞ ©³Ğ¡¹Ì ²³ĞêŠ «ÈÜ«·Ü¥³. ¨³ëÆĞ ª³¦³ØæÆĞëÆÌ äŒä»Û«È «³èŠ¡·Ûæˆ «·ÚåÆÌ ä»Û«È¦³äˆ ¨³Ğ²³«¹Ü¬È¨³Ì «·”´ÛæÆÌ ¥³İªÈÌëÆÌ ¬È«¹ÉìŠ¨ÈÌæÆĞ«¸¡¸ ÿ¼çÆĞ¢´äˆ ª³Ì •»É¥´¡ÈçÆĞ ëˆçŒ¨¹ «Èä»Û³¬È ëˆ¡¸ ô¿«·Ü¥³.
¥´ª·İ¥³İùÇ ù¿ò¼ÌëÆÌ ¨³ÑëÆÌ ¢³Ğ“È«¸ ò¿İ¬³İ²È ¢³Ñäˆ éŠª·¬È¡È øÄùÂéˆ«¹Ü¥³. ®·ëÆØ«¸åÆÌ äŒ¡·ÛæÆĞëÆĞ ª³ÌùÇ «ÈĞéŠ¦³äˆ ®³É¡³É²³Ğ’·Ì²´Ü¥³. ªÈĞ¬¸çˆ ¨³®È ª³Ìò¼ ©ÈêÆÛ²³Ì æ»ĞæÆĞçˆ ìˆ¡³É²³Ì ¡·Û®·¦·Ø éˆ«¹Ü¥³. æ»ĞæÆĞ«È ëÁĞïÁİéÁĞïÁİ²³Ì «ÈÙäŠçÆĞ ’³¬¹¢³¡³¨¹, ¥³İªÈÌëÆÌ •ÁØ ê»É«¸ª· éˆ«³Ü¥·Ì ¡·¥´²³Ì ä»İ¡³ÌëŒçˆ ¢³ù¼Ü¥³. ¨³®ÈØ¢´ ¥³İªÈÌëÆÌ «È×«·©·¦ÈÌ ¥´ª·İ¥³İëÆĞ ©³Ğ¡¹Ì²³Ì¡·Û«È«¹Ü¥³.
¥´ª·İ¥³İëÆÌ ëˆ¦´Ûæ»İ«³Ì ©·¦¹¬ÈÌ®´ «ÈÜ«·Ü¥·Ì¡· ¡³á«³Ü¥³. •ÁØ«¸ª· éˆ«³Ü¥·Ì ¬·ÌïŠùÇ ñÆÌ¬·ÉæÆĞëÆÌ éˆ«È¬È «³Î«³Ü¥³. ®·ëÆØ«¸åÆÌ ¦ÈĞ¦ÈêŒ¡³ ¥³İªÈÌùÇ ªÈ«µ«¸ «ÈÜ«·Ü¥·Ì ¬³İêˆçÆĞ ìˆª³²³¡ÈùÄ²´ ëÁØ¬ÈÉ«¹Ü¥³. ¥³İªÈÌëÆÌ æ»Ğ«¸ ª´¡¹¬ÈÌ ¡È‡ˆçÆĞ ©³Ğ¡¹Ì²³Ğ‘´³¬È ìŠ©¹ÌëÆĞ ìˆª³²³«¹Üäˆ äŒ ¡È‡ˆ«¸ ê»ÌëÆĞ ¡³¬¹¥³ ¥´¬³ ìŠ©¹Ì«¸ «ÈÜ¥·Ì æ»ĞæÆĞ«È äÆÌ®·«¸ ñÆá«·¬È¨¹Ìª· äˆ¥´ æŠçŠ¨³¦È ²³¢³çÆĞ æŒ¦·¢´«·Ü¥³. (- ®³İìˆùÇ ª´©¹É, ¦ÈĞ¦ÈêŒù¼ äŒ¢¹ùÇ æ»İç‰æÆĞëÆÌ ¨È¯³«¸Ğò¼ ¡³éŒ¦È«¸Ğ«¸ ùÇ²´ ©´ªÈÌëÆĞ ¥³İ²³«¹Ü¥³.) ¬ÈÌ¬·İ²³Ì «¹Éª³¡³ ¥³Ø¡ÈÌ êŒîŒç»Ğò¼ ®·Ìª³¡³ ©·Ø²³Ì ©³Ì«¹Éú¿ äŒæÆĞëÆÌ «·‘·ã¡¸ ©´©³Ì²³«¹ÜåÆÌ¬È äŒ ®·Ìª³æÆĞ«È ªÈÌª·İ²³Ì «¹ª·İùÇ é»Ìª·İæÆĞëÆĞ ï»İ¬¸²³¦¹äˆ ²³«¹ÜëŒ¨¹ ¦ÈĞ¦ÈêŒåÆÌ ¢³Øª·İ«¸¡¸ é»İª³ô¿åÆÌ ï»İ¬¸çÆĞ ¨³ÉëŒ¦¹äˆ åˆ¦¹É²³«¹Ü¥³åÆÌ ¡·Û«È¥³. ¥³İªÈÌò¼ ¥³çÆÌ ª³¦³ØæÆĞ«È æÆĞ«·Ü¥·Ì èˆæÆÌ ¡·ÛæÆĞëÆÌ ¡·¬ÈÛô¿Ì ¡·ÛæÆĞ«È¨¹ äŒ¦ÈêŒæˆùÇ ª³ÒùÇ ¥´éŠéÁÌëÆÌ ë‹«ÈĞ²³Ì äŠùÂÌ¬³¡³ «³¢È¦³ ¨³É¥³Ğ¦³ ¨³¦È«³ù¼ æ»İæÆİ²³Ì ¬³¦³åÆÌ ¡·Û«È¥³.;;;;;;;;;;;;;x
EVTOPTA_DWBH_101;¢³åÆÌ ¬ÈÌ¦ÈçÆĞ ¥³çÆÌª³¦³ØæÆĞò¼ ª¸ª³İ«¸ «³Ğ¦¹«µ²³Ì¥³!;;;;;;;;;;;;;x
EVTOPTB_DWBH_101;¢³åÆÌ «¹¡È«¸ ù¼Ü¥³åÆÌ ¡·ÛëÆĞ «ÈŞ«·«µ ²³Ì¥³.;;;;;;;;;;;;;x
EVTDESC_DWBH_111;I had almost given up hope of finding it when the old merchant sold me the scrolls he'd found in a cave near Mecca. The truth is even more shocking than I thought. Lilith is the true equal of Gabriel, and gave additional revelations to Fatimah - revelations that Abu Bakr suppressed!;;;;;;;;;;;;;x
EVTOPTA_DWBH_111;I must bring the truth about Lilith to the world!;;;;;;;;;;;;;x
EVTOPTB_DWBH_111;This heresy was buried for a reason!;;;;;;;;;;;;;x
EVTNAME_DWBH_400;Lilith as the Goddess;;;;;;;;;;;;;x
EVTDESC_DWBH_400;It was not an easy thing to accomplish, for even though the reformed teachings of our religion are the same ways as Mother Lilith's, people are resistant to change. Yet few could argue against the divine inspiration that underlay thsoe new teachings, or the strength of your piety. One after another, those who came to argue and debate you were swayed by your words, or perhaps simply charmed by you personally. Either way, the word spread, bit by bit, and as people came to follow the new ways, a new name for the divine was on their lips - Lilith, our great Mother Goddess. 
;;;;;;;;;;;;;x
EVTOPTA_DWBH_400;Praise Lilith!;;;;;;;;;;;;;x
dwbh_angelic_smite_title;And the Wicked are Struck Down;;;;;;;;;;;;;x
dwbhangel_heal_major_title;Greater Restoration;;;;;;;;;;;;;x
dwbhangel_heal_minor_title;Lesser Restoration;;;;;;;;;;;;;x
dwbhangel_heal_moderate_title;Moderate Restoration;;;;;;;;;;;;;x
dwbhangel_inspire_title;Divine Inspiration;;;;;;;;;;;;;x
DWBHAngel120desc;A blessing of my angelic blood is the ability to use divine energy to heal wounds and illnesses. This is not an immediate miracle, however. It requires concentration as I pray to [Root.Religion.GetHighGodName], and focus upon directing the power that [Root.Religion.GetHighGodName] grants me. \n  Soon I can feel the holy energy burning away the corruption and death, suffusing my body with life in their place. An hour later, as I let out a deep breath of satisfaction, as the holy rite ends.;;;;;;;;;;;;;x
DWBHAngel120desc2;A blessing of my angelic blood is the ability to use divine energy to heal wounds and illnesses. This is not an immediate miracle, however. It requires concentration as I pray to [Root.Religion.GetHighGodName], and focus upon directing the power that [Root.Religion.GetHighGodName] grants me. \n  Soon I can feel the holy energy burning away the corruption and death in [From.GetTitledFirstName], suffusing [From.Getherhis] body with life in their place. An hour later, as I let out a deep breath of satisfaction, as the holy rite ends.;;;;;;;;;;;;;x
DWBHAngel120optA;I am healed.;;;;;;;;;;;;;x
DWBHAngel120optB;[From.GetBestName] has healed me.;;;;;;;;;;;;;x


DWBHAngel130desc;Among the most powerful of my divine gifts is the ability to call upon the retribution of [Root.Religion.GetHighGodName] against the wicked - those who have done wrong to others, or who are otherwise vile in the eyes of the divine. I focus my thoughts as I kneel in prayer, calling upon [Root.Religion.GetHighGodName] to deliver holy judgment upon [From.GetBestName], and to strike them down in their wickedness. The answers to such a prayer are often varied, as [Root.Religion.GetHighGodName] may show mercy, particularly if the wicked one is willing to immediately repent their transgressions. \n This power will test my faith more for every imperfection and sin of my own, for to judge others invites judgment upon myself, and should I be found wanting too, I will face punishment as well.;;;;;;;;;;;;;x
DWBHAngel90desc;Those that I lead in battle shall know no fear, for they ride with the hand of [Root.Religion.GetHighGodName] at their side. I step forth, before the assembled ranks of my soldiers, the sun gleaming down upon us. I speak to them, of the trials we are to face, and of the will of the divine, letting them see my righteous determination. We cannot fail or falter, because [Root.Religion.GetHighGodName] is with us.;;;;;;;;;;;;;x
DWBHAngel40desc;Rather than rely on the normal process of mortal reproduction, as an angel I can call upon the power of [Root.Religion.GetHighGodName] and request that my womb be infused with the blessings of the divine, that I might bear a child conceived with no father save the heavens, who will not only bear the mantle and power of the angelic hosts, but be born strong, healthy, and beautiful, to grow up with an intelligence matched by few.;;;;;;;;;;;;;x
DWBHAngel130A;Divine Justice.;;;;;;;;;;;;;x
DWBHAngel90option;On to victory!;;;;;;;;;;;;;x
DWBHAngel40option;My womb has been blessed.;;;;;;;;;;;;;x
dwbhangel_conception_title;Divine Conception;;;;;;;;;;;;;x
DWBHAngel.12Title;The Gift of Beauty;;;;;;;;;;;;;x
DWBHAngel.12desc;My prayers to [Root.Religion.GetHighGodName] have been answered. I bask in awe at the power of the heavens as I feel it infusing me with a golden warmth, washing away the physical imperfections of my mortal form, leaving me as radiant as the heavens themselves.;;;;;;;;;;;;;x
DWBHAngel.12optA;Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
DWBHAngel.13Title;The Gift of Intelligence;;;;;;;;;;;;;x
DWBHAngel.13desc;My prayers to [Root.Religion.GetHighGodName] have been answered. I bask in awe at the power of the heavens as I feel it infusing me with a golden warmth, setting my mind afire with new insight as my thoughts quicken. I can see the world in a whole new light now, as if a veil of fog had been lifted from my eyes.;;;;;;;;;;;;;x
DWBHAngel.13optA;Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
DWBHAngel.14Title;The Gift of Strength;;;;;;;;;;;;;x
DWBHAngel.14desc;My prayers to [Root.Religion.GetHighGodName] have been answered. I bask in awe at the power of the heavens as I feel it infusing me with a golden warmth, infusing my mortal body with a surge of strength and endurance, as any weakness and frailty wash away in the tide of divine grace.;;;;;;;;;;;;;x
DWBHAngel.14optA;Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
DWBHAngel.15Title;The Gift of Knowledge;;;;;;;;;;;;;x
DWBHAngel.15desc;My prayers to [Root.Religion.GetHighGodName] have been answered. I bask in awe at the power of the heavens as I feel it infusing me with a golden warmth, my mind flooding with wisdom and knowledge. I see now the lessons that I once misunderstood made clear instead, granting me greater insights previously denied to me.;;;;;;;;;;;;;x
DWBHAngel.15optA;Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
DWBHAngel.22title;Luxuria - the Sin of Lust;;;;;;;;;;;;;x
DWBHAngel.22desc;As I pray to [Root.Religion.GetHighGodName] and meditate on my life and actions, my thoughts turn to the acts of lust and fornication that I have committed. While I am not expected to remain celibate, the heavens frown upon carnal excess. \n I should likely repent of any lustful ways, and vow to remain chaste, to ensure that I retain the favor of [Root.Religion.GetHighGodName]. Still, perhaps I have not transgressed so greatly that I need to take so drastic a measure yet...;;;;;;;;;;;;;x
DWBHAngel.22optA;I will repent from my lustful ways.;;;;;;;;;;;;;x
DWBHAngel.22optB;I have nothing to apologize for.;;;;;;;;;;;;;x
DWBHAngel.23title;Acedia - the Sin of Sloth;;;;;;;;;;;;;x
